t / s;&j / arb.u;&w / 1/s;t / s;M / arb.u
160,33;0,01;0;160,33;-3,071
160,38;0,01;0;160,38;-3,071
160,43;0,01;0;160,43;-3,071
160,48;0,01;0;160,48;-3,071
160,53;0,01;0;160,53;-3,071
160,58;0,01;0;160,58;-3,071
160,63;0,01;0;160,63;-3,071
160,68;0,01;0;160,68;-3,071
160,73;0,01;0;160,73;-3,071
160,78;0,01;0;160,78;-3,071
160,83;0,01;0;160,83;-3,071
160,88;0,01;0;160,88;-3,071
160,93;0,01;0;160,93;-3,071
160,98;0,01;0;160,98;-3,071
161,03;0,01;0;161,03;-3,071
161,08;0,01;0;161,08;-3,071
161,13;0,01;0;161,13;-3,071
161,18;0,01;0;161,18;-3,071
161,23;0,01;0;161,23;-3,071
161,28;0,01;0;161,28;-3,071
161,33;0,01;0;161,33;-3,071
161,38;0,01;0;161,38;-3,071
161,43;0,01;0;161,43;-3,071
161,48;0,01;0;161,48;-3,071
161,53;0,01;0;161,53;-3,071
161,58;0,01;0;161,58;-3,071
161,63;0,01;0;161,63;-3,071
161,68;0,01;0;161,68;-3,071
161,73;0,01;0;161,73;-3,071
161,78;0,01;0;161,78;-3,071
161,83;0,01;0;161,83;-3,071
161,88;0,01;0;161,88;-3,071
161,93;0,01;0;161,93;-3,071
161,98;0,01;0;161,98;-3,071
162,03;0,01;0;162,03;-3,071
162,08;0,01;0;162,08;-3,071
162,13;0,01;0;162,13;-3,071
162,18;0,01;0;162,18;-3,071
162,23;0,01;0;162,23;-3,071
162,28;0,01;0;162,28;-3,071
162,33;0,01;0;162,33;-3,071
162,38;0,01;0;162,38;-3,071
162,43;0,01;0;162,43;-3,071
162,48;0,01;0;162,48;-3,071
162,53;0,01;0;162,53;-3,071
162,58;0,01;0;162,58;-3,071
162,63;0,01;0;162,63;-3,071
162,68;0,01;0;162,68;-3,071
162,73;0,01;0;162,73;-3,071
162,78;0,01;0;162,78;-3,071
162,83;0,01;0;162,83;-3,071
162,88;0,01;0;162,88;-3,071
162,93;0,01;0;162,93;-3,071
162,98;0,01;0;162,98;-3,071
163,03;0,01;0;163,03;-3,071
163,08;0,01;0;163,08;-3,071
163,13;0,01;0;163,13;-3,071
163,18;0,01;0;163,18;-3,071
163,23;0,01;0;163,23;-3,071
163,28;0,01;-0,1;163,28;-3,071
163,33;0;-0,3;163,33;-3,071
163,38;-0,01;-0,4;163,38;-3,071
163,43;-0,04;-0,6;163,43;-3,071
163,48;-0,08;-0,9;163,48;-3,071
163,53;-0,13;-1,1;163,53;-3,071
163,58;-0,19;-1,4;163,58;-3,071
163,63;-0,26;-1,6;163,63;-3,071
163,68;-0,35;-1,8;163,68;-3,071
163,73;-0,44;-1,9;163,73;-3,071
163,78;-0,53;-1,8;163,78;-3,071
163,83;-0,62;-1,8;163,83;-3,071
163,88;-0,71;-1,6;163,88;-3,071
163,93;-0,79;-1,4;163,93;-3,071
163,98;-0,86;-1,3;163,98;-3,071
164,03;-0,91;-1,1;164,03;-3,071
164,08;-0,97;-1,1;164,08;-3,071
164,13;-1,02;-1,1;164,13;-3,071
164,18;-1,08;-1,1;164,18;-3,071
164,23;-1,13;-1;164,23;-3,071
164,28;-1,18;-1;164,28;-3,071
164,33;-1,23;-0,9;164,33;-3,071
164,38;-1,27;-0,9;164,38;-3,071
164,43;-1,32;-0,8;164,43;-3,071
164,48;-1,36;-0,7;164,48;-3,071
164,53;-1,39;-0,7;164,53;-3,071
164,58;-1,42;-0,5;164,58;-3,071
164,63;-1,44;-0,1;164,63;-3,071
164,68;-1,44;0;164,68;-3,071
164,73;-1,44;0;164,73;-3,071
164,78;-1,44;-0,1;164,78;-3,071
164,83;-1,44;0;164,83;-3,071
164,88;-1,44;0;164,88;-3,071
164,93;-1,44;0;164,93;-3,071
164,98;-1,44;0;164,98;-3,071
165,03;-1,44;0;165,03;-3,071
165,08;-1,44;0;165,08;-3,071
165,13;-1,44;0;165,13;-3,071
165,18;-1,44;0;165,18;-3,071
165,23;-1,44;0;165,23;-3,071
165,28;-1,44;0;165,28;-3,071
165,33;-1,44;0;165,33;-3,071
165,38;-1,44;0;165,38;-3,071
165,43;-1,44;0;165,43;-3,071
165,48;-1,44;0;165,48;-3,071
165,53;-1,44;0;165,53;-3,071
165,58;-1,44;0;165,58;-3,071
165,63;-1,44;0;165,63;-3,071
165,68;-1,44;0;165,68;-3,071
165,73;-1,44;0;165,73;-3,071
165,78;-1,44;0;165,78;-3,071
165,83;-1,44;0;165,83;-3,071
165,88;-1,44;0;165,88;-3,071
165,93;-1,44;0;165,93;-3,071
165,98;-1,44;0;165,98;-3,071
166,03;-1,44;0;166,03;-3,071
166,08;-1,44;0;166,08;-3,071
166,13;-1,44;0;166,13;-3,071
166,18;-1,44;0;166,18;-3,071
166,23;-1,44;0;166,23;-3,071
166,28;-1,44;0;166,28;-3,071
166,33;-1,44;0;166,33;-3,071
166,38;-1,44;0;166,38;-3,071
166,43;-1,44;0;166,43;-3,071
166,48;-1,44;0,2;166,48;-3,071
166,53;-1,42;0,7;166,53;-3,071
166,58;-1,37;1,5;166,58;-3,071
166,63;-1,28;2,2;166,63;-3,071
166,68;-1,15;2,8;166,68;-3,071
166,73;-0,99;3,4;166,73;-3,071
166,78;-0,81;3,9;166,78;-3,071
166,83;-0,61;4,2;166,83;-3,071
166,88;-0,39;4,4;166,88;-3,071
166,93;-0,17;4,4;166,93;-3,071
166,98;0,04;4,3;166,98;-3,071
167,03;0,26;4,3;167,03;-3,071
167,08;0,47;4,2;167,08;-3,071
167,13;0,68;4;167,13;-3,071
167,18;0,87;3,7;167,18;-3,071
167,23;1,05;3,2;167,23;-3,071
167,28;1,19;2,6;167,28;-3,071
167,33;1,31;1,9;167,33;-3,071
167,38;1,38;1,1;167,38;-3,071
167,43;1,42;0,3;167,43;-3,071
167,48;1,42;-0,4;167,48;-3,071
167,53;1,38;-1,2;167,53;-3,071
167,58;1,29;-2;167,58;-3,071
167,63;1,18;-2,6;167,63;-3,071
167,68;1,03;-3,2;167,68;-3,071
167,73;0,86;-3,5;167,73;-3,071
167,78;0,68;-3,8;167,78;-3,071
167,83;0,49;-3,9;167,83;-3,071
167,88;0,29;-3,9;167,88;-3,071
167,93;0,1;-3,8;167,93;-3,071
167,98;-0,09;-3,8;167,98;-3,071
168,03;-0,28;-3,8;168,03;-3,071
168,08;-0,47;-3,6;168,08;-3,071
168,13;-0,64;-3,2;168,13;-3,071
168,18;-0,79;-2,8;168,18;-3,071
168,23;-0,92;-2,3;168,23;-3,071
168,28;-1,02;-1,7;168,28;-3,071
168,33;-1,09;-1,1;168,33;-3,071
168,38;-1,14;-0,5;168,38;-3,071
168,43;-1,15;0,1;168,43;-3,071
168,48;-1,13;0,7;168,48;-3,071
168,53;-1,08;1,3;168,53;-3,071
168,58;-1;1,8;168,58;-3,071
168,63;-0,89;2,3;168,63;-3,071
168,68;-0,77;2,8;168,68;-3,071
168,73;-0,62;3,1;168,73;-3,071
168,78;-0,46;3,3;168,78;-3,071
168,83;-0,29;3,4;168,83;-3,071
168,88;-0,12;3,4;168,88;-3,071
168,93;0,05;3,4;168,93;-3,071
168,98;0,22;3,3;168,98;-3,071
169,03;0,39;3,2;169,03;-3,071
169,08;0,54;3;169,08;-3,071
169,13;0,69;2,8;169,13;-3,071
169,18;0,82;2,4;169,18;-3,071
169,23;0,94;2;169,23;-3,071
169,28;1,02;1,4;169,28;-3,071
169,33;1,08;0,9;169,33;-3,071
169,38;1,11;0,3;169,38;-3,071
169,43;1,11;-0,3;169,43;-3,071
169,48;1,07;-1;169,48;-3,071
169,53;1,01;-1,5;169,53;-3,071
169,58;0,92;-2;169,58;-3,071
169,63;0,82;-2,4;169,63;-3,071
169,68;0,69;-2,7;169,68;-3,071
169,73;0,55;-2,9;169,73;-3,071
169,78;0,4;-3;169,78;-3,071
169,83;0,25;-3;169,83;-3,071
169,88;0,1;-3;169,88;-3,071
169,93;-0,05;-3;169,93;-3,071
169,98;-0,2;-2,9;169,98;-3,071
170,03;-0,34;-2,8;170,03;-3,071
170,08;-0,48;-2,6;170,08;-3,071
170,13;-0,6;-2,3;170,13;-3,071
170,18;-0,71;-1,9;170,18;-3,071
170,23;-0,79;-1,5;170,23;-3,071
170,28;-0,85;-1;170,28;-3,071
170,33;-0,89;-0,5;170,33;-3,071
170,38;-0,91;-0,1;170,38;-3,071
170,43;-0,9;0,4;170,43;-3,071
170,48;-0,87;0,9;170,48;-3,071
170,53;-0,81;1,3;170,53;-3,071
170,58;-0,73;1,7;170,58;-3,071
170,63;-0,63;2,1;170,63;-3,071
170,68;-0,52;2,3;170,68;-3,071
170,73;-0,4;2,5;170,73;-3,071
170,78;-0,27;2,6;170,78;-3,071
170,83;-0,14;2,7;170,83;-3,071
170,88;0;2,6;170,88;-3,071
170,93;0,13;2,6;170,93;-3,071
170,98;0,26;2,5;170,98;-3,071
171,03;0,38;2,4;171,03;-3,071
171,08;0,5;2,2;171,08;-3,071
171,13;0,6;2;171,13;-3,071
171,18;0,69;1,6;171,18;-3,071
171,23;0,76;1,2;171,23;-3,071
171,28;0,82;0,8;171,28;-3,071
171,33;0,85;0,4;171,33;-3,071
171,38;0,86;0;171,38;-3,071
171,43;0,84;-0,5;171,43;-3,071
171,48;0,81;-0,9;171,48;-3,071
171,53;0,75;-1,3;171,53;-3,071
171,58;0,68;-1,6;171,58;-3,071
171,63;0,59;-1,9;171,63;-3,071
171,68;0,48;-2,1;171,68;-3,071
171,73;0,38;-2,3;171,73;-3,071
171,78;0,26;-2,3;171,78;-3,071
171,83;0,14;-2,3;171,83;-3,071
171,88;0,02;-2,3;171,88;-3,071
171,93;-0,09;-2,3;171,93;-3,071
171,98;-0,21;-2,2;171,98;-3,071
172,03;-0,32;-2,1;172,03;-3,071
172,08;-0,42;-1,9;172,08;-3,071
172,13;-0,51;-1,6;172,13;-3,071
172,18;-0,58;-1,4;172,18;-3,071
172,23;-0,64;-1;172,23;-3,071
172,28;-0,68;-0,6;172,28;-3,071
172,33;-0,7;-0,3;172,33;-3,071
172,38;-0,71;0,1;172,38;-3,071
172,43;-0,69;0,5;172,43;-3,071
172,48;-0,66;0,8;172,48;-3,071
172,53;-0,61;1,2;172,53;-3,071
172,58;-0,54;1,5;172,58;-3,071
172,63;-0,46;1,7;172,63;-3,071
172,68;-0,37;1,9;172,68;-3,071
172,73;-0,28;2;172,73;-3,071
172,78;-0,18;2,1;172,78;-3,071
172,83;-0,07;2,1;172,83;-3,071
172,88;0,03;2,1;172,88;-3,071
172,93;0,14;2;172,93;-3,071
172,98;0,23;1,9;172,98;-3,071
173,03;0,33;1,8;173,03;-3,071
173,08;0,41;1,6;173,08;-3,071
173,13;0,49;1,4;173,13;-3,071
173,18;0,55;1,2;173,18;-3,071
173,23;0,6;0,8;173,23;-3,071
173,28;0,64;0,5;173,28;-3,071
173,33;0,66;0,2;173,33;-3,071
173,38;0,66;-0,1;173,38;-3,071
173,43;0,65;-0,4;173,43;-3,071
173,48;0,61;-0,8;173,48;-3,071
173,53;0,57;-1,1;173,53;-3,071
173,58;0,51;-1,3;173,58;-3,071
173,63;0,44;-1,5;173,63;-3,071
173,68;0,36;-1,6;173,68;-3,071
173,73;0,27;-1,8;173,73;-3,071
173,78;0,18;-1,8;173,78;-3,071
173,83;0,09;-1,8;173,83;-3,071
173,88;0;-1,8;173,88;-3,071
173,93;-0,09;-1,8;173,93;-3,071
173,98;-0,18;-1,7;173,98;-3,071
174,03;-0,26;-1,6;174,03;-3,071
174,08;-0,34;-1,4;174,08;-3,071
174,13;-0,4;-1,2;174,13;-3,071
174,18;-0,46;-1;174,18;-3,071
174,23;-0,5;-0,7;174,23;-3,071
174,28;-0,53;-0,4;174,28;-3,071
174,33;-0,54;-0,2;174,33;-3,071
174,38;-0,55;0,1;174,38;-3,071
174,43;-0,53;0,4;174,43;-3,071
174,48;-0,51;0,7;174,48;-3,071
174,53;-0,46;0,9;174,53;-3,071
174,58;-0,41;1,1;174,58;-3,071
174,63;-0,35;1,3;174,63;-3,071
174,68;-0,28;1,4;174,68;-3,071
174,73;-0,2;1,5;174,73;-3,071
174,78;-0,13;1,6;174,78;-3,071
174,83;-0,04;1,6;174,83;-3,071
174,88;0,03;1,6;174,88;-3,071
174,93;0,11;1,6;174,93;-3,071
174,98;0,19;1,5;174,98;-3,071
175,03;0,26;1,4;175,03;-3,071
175,08;0,33;1,2;175,08;-3,071
175,13;0,38;1;175,13;-3,071
175,18;0,43;0,8;175,18;-3,071
175,23;0,47;0,6;175,23;-3,071
175,28;0,49;0,4;175,28;-3,071
175,33;0,5;0,1;175,33;-3,071
175,38;0,51;-0,1;175,38;-3,071
175,43;0,5;-0,3;175,43;-3,071
175,48;0,47;-0,6;175,48;-3,071
175,53;0,44;-0,8;175,53;-3,071
175,58;0,39;-1;175,58;-3,071
175,63;0,34;-1,1;175,63;-3,071
175,68;0,28;-1,3;175,68;-3,071
175,73;0,21;-1,3;175,73;-3,071
175,78;0,14;-1,4;175,78;-3,071
175,83;0,07;-1,4;175,83;-3,071
175,88;0;-1,4;175,88;-3,071
175,93;-0,07;-1,4;175,93;-3,071
175,98;-0,14;-1,3;175,98;-3,071
176,03;-0,2;-1,2;176,03;-3,071
176,08;-0,26;-1,1;176,08;-3,071
176,13;-0,31;-0,9;176,13;-3,071
176,18;-0,35;-0,7;176,18;-3,071
176,23;-0,38;-0,5;176,23;-3,071
176,28;-0,4;-0,3;176,28;-3,071
176,33;-0,41;-0,1;176,33;-3,071
176,38;-0,42;0,1;176,38;-3,071
176,43;-0,41;0,3;176,43;-3,071
176,48;-0,39;0,5;176,48;-3,071
176,53;-0,35;0,7;176,53;-3,071
176,58;-0,31;0,9;176,58;-3,071
176,63;-0,27;1;176,63;-3,071
176,68;-0,21;1,1;176,68;-3,071
176,73;-0,15;1,2;176,73;-3,071
176,78;-0,1;1,2;176,78;-3,071
176,83;-0,03;1,2;176,83;-3,071
176,88;0,03;1,2;176,88;-3,071
176,93;0,09;1,2;176,93;-3,071
176,98;0,15;1,1;176,98;-3,071
177,03;0,2;1;177,03;-3,071
177,08;0,25;0,9;177,08;-3,071
177,13;0,3;0,8;177,13;-3,071
177,18;0,33;0,6;177,18;-3,071
177,23;0,36;0,5;177,23;-3,071
177,28;0,38;0,3;177,28;-3,071
177,33;0,39;0,1;177,33;-3,071
177,38;0,39;-0,1;177,38;-3,071
177,43;0,38;-0,3;177,43;-3,071
177,48;0,36;-0,5;177,48;-3,071
177,53;0,34;-0,6;177,53;-3,071
177,58;0,3;-0,8;177,58;-3,071
177,63;0,26;-0,9;177,63;-3,071
177,68;0,21;-1;177,68;-3,071
177,73;0,16;-1;177,73;-3,071
177,78;0,11;-1,1;177,78;-3,071
177,83;0,06;-1,1;177,83;-3,071
177,88;0;-1,1;177,88;-3,071
177,93;-0,05;-1;177,93;-3,071
177,98;-0,1;-1;177,98;-3,071
178,03;-0,15;-0,9;178,03;-3,071
178,08;-0,19;-0,8;178,08;-3,071
178,13;-0,23;-0,7;178,13;-3,071
178,18;-0,26;-0,6;178,18;-3,071
178,23;-0,29;-0,4;178,23;-3,071
178,28;-0,31;-0,3;178,28;-3,071
178,33;-0,31;-0,1;178,33;-3,071
178,38;-0,31;0;178,38;-3,071
178,43;-0,31;0,2;178,43;-3,071
178,48;-0,29;0,4;178,48;-3,071
178,53;-0,27;0,5;178,53;-3,071
178,58;-0,24;0,7;178,58;-3,071
178,63;-0,2;0,8;178,63;-3,071
178,68;-0,16;0,8;178,68;-3,071
178,73;-0,12;0,9;178,73;-3,071
178,78;-0,07;0,9;178,78;-3,071
178,83;-0,02;0,9;178,83;-3,071
178,88;0,02;0,9;178,88;-3,071
178,93;0,07;0,9;178,93;-3,071
178,98;0,11;0,9;178,98;-3,071
179,03;0,16;0,8;179,03;-3,071
179,08;0,19;0,7;179,08;-3,071
179,13;0,23;0,6;179,13;-3,071
179,18;0,25;0,5;179,18;-3,071
179,23;0,27;0,4;179,23;-3,071
179,28;0,29;0,2;179,28;-3,071
179,33;0,3;0,1;179,33;-3,071
179,38;0,3;0;179,38;-3,071
179,43;0,29;-0,2;179,43;-3,071
179,48;0,28;-0,3;179,48;-3,071
179,53;0,26;-0,4;179,53;-3,071
179,58;0,23;-0,6;179,58;-3,071
179,63;0,2;-0,7;179,63;-3,071
179,68;0,17;-0,7;179,68;-3,071
179,73;0,13;-0,8;179,73;-3,071
179,78;0,09;-0,8;179,78;-3,071
179,83;0,05;-0,8;179,83;-3,071
179,88;0,01;-0,8;179,88;-3,071
179,93;-0,03;-0,8;179,93;-3,071
179,98;-0,07;-0,8;179,98;-3,071
180,03;-0,11;-0,7;180,03;-3,071
180,08;-0,14;-0,6;180,08;-3,071
180,13;-0,17;-0,5;180,13;-3,071
180,18;-0,2;-0,4;180,18;-3,071
180,23;-0,21;-0,3;180,23;-3,071
180,28;-0,23;-0,2;180,28;-3,071
180,33;-0,23;-0,1;180,33;-3,071
180,38;-0,24;0;180,38;-3,071
180,43;-0,23;0,2;180,43;-3,071
180,48;-0,22;0,3;180,48;-3,071
180,53;-0,2;0,4;180,53;-3,071
180,58;-0,18;0,5;180,58;-3,071
180,63;-0,15;0,6;180,63;-3,071
180,68;-0,12;0,7;180,68;-3,071
180,73;-0,09;0,7;180,73;-3,071
180,78;-0,06;0,7;180,78;-3,071
180,83;-0,02;0,7;180,83;-3,071
180,88;0,02;0,7;180,88;-3,071
180,93;0,05;0,7;180,93;-3,071
180,98;0,08;0,6;180,98;-3,071
181,03;0,12;0,6;181,03;-3,071
181,08;0,15;0,5;181,08;-3,071
181,13;0,17;0,5;181,13;-3,071
181,18;0,19;0,4;181,18;-3,071
181,23;0,21;0,3;181,23;-3,071
181,28;0,22;0,2;181,28;-3,071
181,33;0,22;0,1;181,33;-3,071
181,38;0,22;0;181,38;-3,071
181,43;0,22;-0,1;181,43;-3,071
181,48;0,21;-0,2;181,48;-3,071
181,53;0,2;-0,3;181,53;-3,071
181,58;0,18;-0,4;181,58;-3,071
181,63;0,16;-0,5;181,63;-3,071
181,68;0,13;-0,5;181,68;-3,071
181,73;0,1;-0,6;181,73;-3,071
181,78;0,07;-0,6;181,78;-3,071
181,83;0,04;-0,6;181,83;-3,071
181,88;0,01;-0,6;181,88;-3,071
181,93;-0,02;-0,6;181,93;-3,071
181,98;-0,05;-0,6;181,98;-3,071
182,03;-0,08;-0,5;182,03;-3,071
182,08;-0,1;-0,5;182,08;-3,071
182,13;-0,12;-0,4;182,13;-3,071
182,18;-0,14;-0,3;182,18;-3,071
182,23;-0,16;-0,2;182,23;-3,071
182,28;-0,17;-0,1;182,28;-3,071
182,33;-0,17;-0,1;182,33;-3,071
182,38;-0,17;0;182,38;-3,071
182,43;-0,17;0,1;182,43;-3,071
182,48;-0,16;0,2;182,48;-3,071
182,53;-0,15;0,3;182,53;-3,071
182,58;-0,13;0,4;182,58;-3,071
182,63;-0,11;0,4;182,63;-3,071
182,68;-0,09;0,5;182,68;-3,071
182,73;-0,07;0,5;182,73;-3,071
182,78;-0,04;0,5;182,78;-3,071
182,83;-0,01;0,5;182,83;-3,071
182,88;0,01;0,5;182,88;-3,071
182,93;0,04;0,5;182,93;-3,071
182,98;0,06;0,5;182,98;-3,071
183,03;0,09;0,4;183,03;-3,071
183,08;0,11;0,4;183,08;-3,071
183,13;0,13;0,4;183,13;-3,071
183,18;0,14;0,3;183,18;-3,071
183,23;0,16;0,2;183,23;-3,071
183,28;0,16;0,1;183,28;-3,071
183,33;0,17;0,1;183,33;-3,071
183,38;0,17;0;183,38;-3,071
183,43;0,17;-0,1;183,43;-3,071
183,48;0,16;-0,2;183,48;-3,071
183,53;0,15;-0,3;183,53;-3,071
183,58;0,14;-0,3;183,58;-3,071
183,63;0,12;-0,3;183,63;-3,071
183,68;0,1;-0,4;183,68;-3,071
183,73;0,08;-0,4;183,73;-3,071
183,78;0,06;-0,5;183,78;-3,071
183,83;0,04;-0,5;183,83;-3,071
183,88;0,01;-0,5;183,88;-3,071
183,93;-0,01;-0,4;183,93;-3,071
183,98;-0,03;-0,4;183,98;-3,071
184,03;-0,05;-0,4;184,03;-3,071
184,08;-0,07;-0,4;184,08;-3,071
184,13;-0,09;-0,3;184,13;-3,071
184,18;-0,1;-0,2;184,18;-3,071
184,23;-0,11;-0,2;184,23;-3,071
184,28;-0,12;-0,1;184,28;-3,071
184,33;-0,12;-0,1;184,33;-3,071
184,38;-0,12;0;184,38;-3,071
184,43;-0,12;0,1;184,43;-3,071
184,48;-0,12;0,1;184,48;-3,071
184,53;-0,11;0,2;184,53;-3,071
184,58;-0,1;0,3;184,58;-3,071
184,63;-0,08;0,3;184,63;-3,071
184,68;-0,07;0,3;184,68;-3,071
184,73;-0,05;0,4;184,73;-3,071
184,78;-0,03;0,4;184,78;-3,071
184,83;-0,01;0,4;184,83;-3,071
184,88;0,01;0,4;184,88;-3,071
184,93;0,03;0,4;184,93;-3,071
184,98;0,05;0,4;184,98;-3,071
185,03;0,07;0,3;185,03;-3,071
185,08;0,08;0,3;185,08;-3,071
185,13;0,1;0,3;185,13;-3,071
185,18;0,11;0,2;185,18;-3,071
185,23;0,12;0,2;185,23;-3,071
185,28;0,12;0,1;185,28;-3,071
185,33;0,13;0;185,33;-3,071
185,38;0,13;0;185,38;-3,071
185,43;0,13;0;185,43;-3,071
185,48;0,12;-0,1;185,48;-3,071
185,53;0,12;-0,2;185,53;-3,071
185,58;0,1;-0,2;185,58;-3,071
185,63;0,09;-0,2;185,63;-3,071
185,68;0,08;-0,3;185,68;-3,071
185,73;0,06;-0,3;185,73;-3,071
185,78;0,05;-0,3;185,78;-3,071
185,83;0,03;-0,3;185,83;-3,071
185,88;0,02;-0,3;185,88;-3,071
185,93;0;-0,3;185,93;-3,071
185,98;-0,02;-0,3;185,98;-3,071
186,03;-0,03;-0,3;186,03;-3,071
186,08;-0,05;-0,3;186,08;-3,071
186,13;-0,06;-0,2;186,13;-3,071
186,18;-0,07;-0,2;186,18;-3,071
186,23;-0,08;-0,1;186,23;-3,071
186,28;-0,08;-0,1;186,28;-3,071
186,33;-0,09;0;186,33;-3,071
186,38;-0,09;0;186,38;-3,071
186,43;-0,09;0;186,43;-3,071
186,48;-0,08;0,1;186,48;-3,071
186,53;-0,08;0,1;186,53;-3,071
186,58;-0,07;0,2;186,58;-3,071
186,63;-0,06;0,2;186,63;-3,071
186,68;-0,05;0,2;186,68;-3,071
186,73;-0,03;0,3;186,73;-3,071
186,78;-0,02;0,3;186,78;-3,071
186,83;0;0,3;186,83;-3,071
186,88;0,01;0,3;186,88;-3,071
186,93;0,02;0,3;186,93;-3,071
186,98;0,04;0,3;186,98;-3,071
187,03;0,05;0,3;187,03;-3,071
187,08;0,06;0,2;187,08;-3,071
187,13;0,07;0,2;187,13;-3,071
187,18;0,08;0,1;187,18;-3,071
187,23;0,09;0,1;187,23;-3,071
187,28;0,09;0,1;187,28;-3,071
187,33;0,09;0;187,33;-3,071
187,38;0,09;0;187,38;-3,071
187,43;0,09;0;187,43;-3,071
187,48;0,09;-0,1;187,48;-3,071
187,53;0,09;-0,1;187,53;-3,071
187,58;0,08;-0,1;187,58;-3,071
187,63;0,07;-0,2;187,63;-3,071
187,68;0,06;-0,2;187,68;-3,071
187,73;0,05;-0,2;187,73;-3,071
187,78;0,04;-0,2;187,78;-3,071
187,83;0,03;-0,2;187,83;-3,071
187,88;0,02;-0,2;187,88;-3,071
187,93;0;-0,2;187,93;-3,071
187,98;-0,01;-0,2;187,98;-3,071
188,03;-0,02;-0,2;188,03;-3,071
188,08;-0,03;-0,2;188,08;-3,071
188,13;-0,04;-0,1;188,13;-3,071
188,18;-0,04;-0,1;188,18;-3,071
188,23;-0,05;-0,1;188,23;-3,071
188,28;-0,05;-0,1;188,28;-3,071
188,33;-0,06;0;188,33;-3,071
188,38;-0,06;0;188,38;-3,071
188,43;-0,06;0;188,43;-3,071
188,48;-0,06;0,1;188,48;-3,071
188,53;-0,05;0,1;188,53;-3,071
188,58;-0,05;0,1;188,58;-3,071
188,63;-0,04;0,2;188,63;-3,071
188,68;-0,03;0,2;188,68;-3,071
188,73;-0,02;0,2;188,73;-3,071
188,78;-0,01;0,2;188,78;-3,071
188,83;0;0,2;188,83;-3,071
188,88;0,01;0,2;188,88;-3,071
188,93;0,02;0,2;188,93;-3,071
188,98;0,03;0,2;188,98;-3,071
189,03;0,04;0,2;189,03;-3,071
189,08;0,05;0,1;189,08;-3,071
189,13;0,05;0,1;189,13;-3,071
189,18;0,06;0,1;189,18;-3,071
189,23;0,07;0,1;189,23;-3,071
189,28;0,07;0;189,28;-3,071
189,33;0,07;0;189,33;-3,071
189,38;0,07;0;189,38;-3,071
189,43;0,07;0;189,43;-3,071
189,48;0,07;0;189,48;-3,071
189,53;0,07;-0,1;189,53;-3,071
189,58;0,06;-0,1;189,58;-3,071
189,63;0,06;-0,1;189,63;-3,071
189,68;0,05;-0,1;189,68;-3,071
189,73;0,04;-0,1;189,73;-3,071
189,78;0,03;-0,2;189,78;-3,071
189,83;0,02;-0,2;189,83;-3,071
189,88;0,01;-0,2;189,88;-3,071
189,93;0;-0,2;189,93;-3,071
189,98;0;-0,1;189,98;-3,071
190,03;-0,01;-0,1;190,03;-3,071
190,08;-0,01;-0,1;190,08;-3,071
190,13;-0,02;-0,1;190,13;-3,071
190,18;-0,03;-0,1;190,18;-3,071
190,23;-0,03;-0,1;190,23;-3,071
190,28;-0,03;0;190,28;-3,071
190,33;-0,04;0;190,33;-3,071
190,38;-0,03;0;190,38;-3,071
190,43;-0,04;0;190,43;-3,071
190,48;-0,04;0;190,48;-3,071
190,53;-0,03;0,1;190,53;-3,071
190,58;-0,03;0,1;190,58;-3,071
190,63;-0,02;0,1;190,63;-3,071
190,68;-0,02;0,1;190,68;-3,071
190,73;-0,01;0,1;190,73;-3,071
190,78;0;0,2;190,78;-3,071
190,83;0;0,2;190,83;-3,071
190,88;0,01;0,1;190,88;-3,071
190,93;0,02;0,1;190,93;-3,071
190,98;0,03;0,1;190,98;-3,071
191,03;0,03;0,1;191,03;-3,071
191,08;0,03;0,1;191,08;-3,071
191,13;0,04;0,1;191,13;-3,071
191,18;0,05;0,1;191,18;-3,071
191,23;0,05;0;191,23;-3,071
191,28;0,05;0;191,28;-3,071
191,33;0,05;0;191,33;-3,071
191,38;0,05;0;191,38;-3,071
191,43;0,05;0;191,43;-3,071
191,48;0,05;0;191,48;-3,071
191,53;0,05;0;191,53;-3,071
191,58;0,05;-0,1;191,58;-3,071
191,63;0,04;-0,1;191,63;-3,071
191,68;0,04;-0,1;191,68;-3,071
191,73;0,03;-0,1;191,73;-3,071
191,78;0,03;-0,1;191,78;-3,071
191,83;0,02;-0,1;191,83;-3,071
191,88;0,02;-0,1;191,88;-3,071
191,93;0,01;-0,1;191,93;-3,071
191,98;0;-0,1;191,98;-3,071
192,03;0;-0,1;192,03;-3,071
192,08;-0,01;-0,1;192,08;-3,071
192,13;-0,01;-0,1;192,13;-3,071
192,18;-0,01;-0,1;192,18;-3,071
192,23;-0,02;0;192,23;-3,071
192,28;-0,02;0;192,28;-3,071
192,33;-0,02;0;192,33;-3,071
192,38;-0,02;0;192,38;-3,071
192,43;-0,02;0;192,43;-3,071
192,48;-0,02;0;192,48;-3,071
192,53;-0,02;0;192,53;-3,071
192,58;-0,02;0,1;192,58;-3,071
192,63;-0,01;0,1;192,63;-3,071
192,68;-0,01;0,1;192,68;-3,071
192,73;-0,01;0,1;192,73;-3,071
192,78;0;0,1;192,78;-3,071
192,83;0,01;0,1;192,83;-3,071
192,88;0,01;0,1;192,88;-3,071
192,93;0,02;0,1;192,93;-3,071
192,98;0,02;0,1;192,98;-3,071
193,03;0,02;0,1;193,03;-3,071
